word	rank	freq_per_million	POS
word3081	3081	324.57	NN
word3082	3082	324.46	NN
word3083	3083	324.36	NN
word3084	3084	324.25	NN
word3085	3085	324.15	NN
word3086	3086	324.04	NN
word3087	3087	323.94	NN
word3088	3088	323.83	NN
word3089	3089	323.73	NN
word3090	3090	323.62	NN
word3091	3091	323.52	NN
word3092	3092	323.42	NN
word3093	3093	323.31	NN
word3094	3094	323.21	NN
word3095	3095	323.1	NN
word3096	3096	323.0	NN
word3097	3097	322.89	NN
word3098	3098	322.79	NN
word3099	3099	322.68	NN
word3100	3100	322.58	NN
word3101	3101	322.48	NN
word3102	3102	322.37	NN
word3103	3103	322.27	NN
word3104	3104	322.16	NN
word3105	3105	322.06	NN
word3106	3106	321.96	NN
word3107	3107	321.85	NN
word3108	3108	321.75	NN
word3109	3109	321.65	NN
word3110	3110	321.54	NN
word3111	3111	321.44	NN
word3112	3112	321.34	NN
word3113	3113	321.23	NN
word3114	3114	321.13	NN
word3115	3115	321.03	NN
word3116	3116	320.92	NN
word3117	3117	320.82	NN
word3118	3118	320.72	NN
word3119	3119	320.62	NN
word3120	3120	320.51	NN
word3121	3121	320.41	NN
word3122	3122	320.31	NN
word3123	3123	320.2	NN
word3124	3124	320.1	NN
word3125	3125	320.0	NN
word3126	3126	319.9	NN
word3127	3127	319.8	NN
word3128	3128	319.69	NN
word3129	3129	319.59	NN
word3130	3130	319.49	NN
word3131	3131	319.39	NN
word3132	3132	319.28	NN
word3133	3133	319.18	NN
word3134	3134	319.08	NN
word3135	3135	318.98	NN
word3136	3136	318.88	NN
word3137	3137	318.78	NN
word3138	3138	318.67	NN
word3139	3139	318.57	NN
word3140	3140	318.47	NN
word3141	3141	318.37	NN
word3142	3142	318.27	NN
word3143	3143	318.17	NN
word3144	3144	318.07	NN
word3145	3145	317.97	NN
word3146	3146	317.86	NN
word3147	3147	317.76	NN
word3148	3148	317.66	NN
word3149	3149	317.56	NN
word3150	3150	317.46	NN
word3151	3151	317.36	NN
word3152	3152	317.26	NN
word3153	3153	317.16	NN
word3154	3154	317.06	NN
word3155	3155	316.96	NN
word3156	3156	316.86	NN
word3157	3157	316.76	NN
word3158	3158	316.66	NN
word3159	3159	316.56	NN
word3160	3160	316.46	NN
word3161	3161	316.36	NN
word3162	3162	316.26	NN
word3163	3163	316.16	NN
word3164	3164	316.06	NN
word3165	3165	315.96	NN
word3166	3166	315.86	NN
word3167	3167	315.76	NN
word3168	3168	315.66	NN
word3169	3169	315.56	NN
word3170	3170	315.46	NN
word3171	3171	315.36	NN
word3172	3172	315.26	NN
word3173	3173	315.16	NN
word3174	3174	315.06	NN
word3175	3175	314.96	NN
word3176	3176	314.86	NN
word3177	3177	314.76	NN
word3178	3178	314.66	NN
word3179	3179	314.56	NN
word3180	3180	314.47	NN
word3181	3181	314.37	NN
word3182	3182	314.27	NN
word3183	3183	314.17	NN
word3184	3184	314.07	NN
word3185	3185	313.97	NN
word3186	3186	313.87	NN
word3187	3187	313.77	NN
word3188	3188	313.68	NN
word3189	3189	313.58	NN
word3190	3190	313.48	NN
word3191	3191	313.38	NN
word3192	3192	313.28	NN
word3193	3193	313.19	NN
word3194	3194	313.09	NN
word3195	3195	312.99	NN
word3196	3196	312.89	NN
word3197	3197	312.79	NN
word3198	3198	312.7	NN
word3199	3199	312.6	NN
word3200	3200	312.5	NN
word3201	3201	312.4	NN
word3202	3202	312.3	NN
word3203	3203	312.21	NN
word3204	3204	312.11	NN
word3205	3205	312.01	NN
word3206	3206	311.92	NN
word3207	3207	311.82	NN
word3208	3208	311.72	NN
word3209	3209	311.62	NN
word3210	3210	311.53	NN
word3211	3211	311.43	NN
word3212	3212	311.33	NN
word3213	3213	311.24	NN
word3214	3214	311.14	NN
word3215	3215	311.04	NN
word3216	3216	310.95	NN
word3217	3217	310.85	NN
word3218	3218	310.75	NN
word3219	3219	310.66	NN
word3220	3220	310.56	NN
word3221	3221	310.46	NN
word3222	3222	310.37	NN
word3223	3223	310.27	NN
word3224	3224	310.17	NN
word3225	3225	310.08	NN
word3226	3226	309.98	NN
word3227	3227	309.89	NN
word3228	3228	309.79	NN
word3229	3229	309.69	NN
word3230	3230	309.6	NN
word3231	3231	309.5	NN
word3232	3232	309.41	NN
word3233	3233	309.31	NN
word3234	3234	309.21	NN
word3235	3235	309.12	NN
word3236	3236	309.02	NN
word3237	3237	308.93	NN
word3238	3238	308.83	NN
word3239	3239	308.74	NN
word3240	3240	308.64	NN
word3241	3241	308.55	NN
word3242	3242	308.45	NN
word3243	3243	308.36	NN
word3244	3244	308.26	NN
word3245	3245	308.17	NN
word3246	3246	308.07	NN
word3247	3247	307.98	NN
word3248	3248	307.88	NN
word3249	3249	307.79	NN
word3250	3250	307.69	NN
word3251	3251	307.6	NN
word3252	3252	307.5	NN
word3253	3253	307.41	NN
word3254	3254	307.31	NN
word3255	3255	307.22	NN
word3256	3256	307.13	NN
word3257	3257	307.03	NN
word3258	3258	306.94	NN
word3259	3259	306.84	NN
word3260	3260	306.75	NN
word3261	3261	306.65	NN
word3262	3262	306.56	NN
word3263	3263	306.47	NN
word3264	3264	306.37	NN
word3265	3265	306.28	NN
word3266	3266	306.18	NN
word3267	3267	306.09	NN
word3268	3268	306.0	NN
word3269	3269	305.9	NN
word3270	3270	305.81	NN
word3271	3271	305.72	NN
word3272	3272	305.62	NN
word3273	3273	305.53	NN
word3274	3274	305.44	NN
word3275	3275	305.34	NN
word3276	3276	305.25	NN
word3277	3277	305.16	NN
word3278	3278	305.06	NN
word3279	3279	304.97	NN
word3280	3280	304.88	NN
word3281	3281	304.79	NN
word3282	3282	304.69	NN
word3283	3283	304.6	NN
word3284	3284	304.51	NN
word3285	3285	304.41	NN
word3286	3286	304.32	NN
word3287	3287	304.23	NN
word3288	3288	304.14	NN
word3289	3289	304.04	NN
word3290	3290	303.95	NN
word3291	3291	303.86	NN
word3292	3292	303.77	NN
word3293	3293	303.67	NN
word3294	3294	303.58	NN
word3295	3295	303.49	NN
word3296	3296	303.4	NN
word3297	3297	303.31	NN
word3298	3298	303.21	NN
word3299	3299	303.12	NN
word3300	3300	303.03	NN
word3301	3301	302.94	NN
word3302	3302	302.85	NN
word3303	3303	302.76	NN
word3304	3304	302.66	NN
word3305	3305	302.57	NN
word3306	3306	302.48	NN
word3307	3307	302.39	NN
word3308	3308	302.3	NN
word3309	3309	302.21	NN
word3310	3310	302.11	NN
word3311	3311	302.02	NN
word3312	3312	301.93	NN
word3313	3313	301.84	NN
word3314	3314	301.75	NN
word3315	3315	301.66	NN
word3316	3316	301.57	NN
word3317	3317	301.48	NN
word3318	3318	301.39	NN
word3319	3319	301.3	NN
word3320	3320	301.2	NN
word3321	3321	301.11	NN
word3322	3322	301.02	NN
word3323	3323	300.93	NN
word3324	3324	300.84	NN
word3325	3325	300.75	NN
word3326	3326	300.66	NN
word3327	3327	300.57	NN
word3328	3328	300.48	NN
word3329	3329	300.39	NN
word3330	3330	300.3	NN
word3331	3331	300.21	NN
word3332	3332	300.12	NN
word3333	3333	300.03	NN
word3334	3334	299.94	NN
word3335	3335	299.85	NN
word3336	3336	299.76	NN
word3337	3337	299.67	NN
word3338	3338	299.58	NN
word3339	3339	299.49	NN
word3340	3340	299.4	NN
word3341	3341	299.31	NN
word3342	3342	299.22	NN
word3343	3343	299.13	NN
word3344	3344	299.04	NN
word3345	3345	298.95	NN
word3346	3346	298.86	NN
word3347	3347	298.78	NN
word3348	3348	298.69	NN
word3349	3349	298.6	NN
word3350	3350	298.51	NN
word3351	3351	298.42	NN
word3352	3352	298.33	NN
word3353	3353	298.24	NN
word3354	3354	298.15	NN
word3355	3355	298.06	NN
word3356	3356	297.97	NN
word3357	3357	297.89	NN
word3358	3358	297.8	NN
word3359	3359	297.71	NN
word3360	3360	297.62	NN
word3361	3361	297.53	NN
word3362	3362	297.44	NN
word3363	3363	297.35	NN
word3364	3364	297.27	NN
word3365	3365	297.18	NN
word3366	3366	297.09	NN
word3367	3367	297.0	NN
word3368	3368	296.91	NN
word3369	3369	296.82	NN
word3370	3370	296.74	NN
word3371	3371	296.65	NN
word3372	3372	296.56	NN
word3373	3373	296.47	NN
word3374	3374	296.38	NN
word3375	3375	296.3	NN
word3376	3376	296.21	NN
word3377	3377	296.12	NN
word3378	3378	296.03	NN
word3379	3379	295.95	NN
word3380	3380	295.86	NN
word3381	3381	295.77	NN
word3382	3382	295.68	NN
word3383	3383	295.6	NN
word3384	3384	295.51	NN
word3385	3385	295.42	NN
word3386	3386	295.33	NN
word3387	3387	295.25	NN
word3388	3388	295.16	NN
word3389	3389	295.07	NN
word3390	3390	294.99	NN
word3391	3391	294.9	NN
word3392	3392	294.81	NN
word3393	3393	294.72	NN
word3394	3394	294.64	NN
word3395	3395	294.55	NN
word3396	3396	294.46	NN
word3397	3397	294.38	NN
word3398	3398	294.29	NN
word3399	3399	294.2	NN
word3400	3400	294.12	NN
word3401	3401	294.03	NN
word3402	3402	293.94	NN
word3403	3403	293.86	NN
word3404	3404	293.77	NN
word3405	3405	293.69	NN
word3406	3406	293.6	NN
word3407	3407	293.51	NN
word3408	3408	293.43	NN
word3409	3409	293.34	NN
word3410	3410	293.26	NN
word3411	3411	293.17	NN
word3412	3412	293.08	NN
word3413	3413	293.0	NN
word3414	3414	292.91	NN
word3415	3415	292.83	NN
word3416	3416	292.74	NN
word3417	3417	292.65	NN
word3418	3418	292.57	NN
word3419	3419	292.48	NN
word3420	3420	292.4	NN
word3421	3421	292.31	NN
word3422	3422	292.23	NN
word3423	3423	292.14	NN
word3424	3424	292.06	NN
word3425	3425	291.97	NN
word3426	3426	291.89	NN
word3427	3427	291.8	NN
word3428	3428	291.72	NN
word3429	3429	291.63	NN
word3430	3430	291.55	NN
word3431	3431	291.46	NN
word3432	3432	291.38	NN
word3433	3433	291.29	NN
word3434	3434	291.21	NN
word3435	3435	291.12	NN
word3436	3436	291.04	NN
word3437	3437	290.95	NN
word3438	3438	290.87	NN
word3439	3439	290.78	NN
word3440	3440	290.7	NN
word3441	3441	290.61	NN
word3442	3442	290.53	NN
word3443	3443	290.44	NN
word3444	3444	290.36	NN
word3445	3445	290.28	NN
word3446	3446	290.19	NN
word3447	3447	290.11	NN
word3448	3448	290.02	NN
word3449	3449	289.94	NN
word3450	3450	289.86	NN
word3451	3451	289.77	NN
word3452	3452	289.69	NN
word3453	3453	289.6	NN
word3454	3454	289.52	NN
word3455	3455	289.44	NN
word3456	3456	289.35	NN
word3457	3457	289.27	NN
word3458	3458	289.18	NN
word3459	3459	289.1	NN
word3460	3460	289.02	NN
word3461	3461	288.93	NN
word3462	3462	288.85	NN
word3463	3463	288.77	NN
word3464	3464	288.68	NN
word3465	3465	288.6	NN
word3466	3466	288.52	NN
word3467	3467	288.43	NN
word3468	3468	288.35	NN
word3469	3469	288.27	NN
word3470	3470	288.18	NN
word3471	3471	288.1	NN
word3472	3472	288.02	NN
word3473	3473	287.94	NN
word3474	3474	287.85	NN
word3475	3475	287.77	NN
word3476	3476	287.69	NN
word3477	3477	287.6	NN
word3478	3478	287.52	NN
word3479	3479	287.44	NN
word3480	3480	287.36	NN
word3481	3481	287.27	NN
word3482	3482	287.19	NN
word3483	3483	287.11	NN
word3484	3484	287.03	NN
word3485	3485	286.94	NN
word3486	3486	286.86	NN
word3487	3487	286.78	NN
word3488	3488	286.7	NN
word3489	3489	286.62	NN
word3490	3490	286.53	NN
word3491	3491	286.45	NN
word3492	3492	286.37	NN
word3493	3493	286.29	NN
word3494	3494	286.2	NN
word3495	3495	286.12	NN
word3496	3496	286.04	NN
word3497	3497	285.96	NN
word3498	3498	285.88	NN
word3499	3499	285.8	NN
word3500	3500	285.71	NN
word3501	3501	285.63	NN
word3502	3502	285.55	NN
word3503	3503	285.47	NN
word3504	3504	285.39	NN
word3505	3505	285.31	NN
word3506	3506	285.23	NN
word3507	3507	285.14	NN
word3508	3508	285.06	NN
word3509	3509	284.98	NN
word3510	3510	284.9	NN
word3511	3511	284.82	NN
word3512	3512	284.74	NN
word3513	3513	284.66	NN
word3514	3514	284.58	NN
word3515	3515	284.5	NN
word3516	3516	284.41	NN
word3517	3517	284.33	NN
word3518	3518	284.25	NN
word3519	3519	284.17	NN
word3520	3520	284.09	NN
word3521	3521	284.01	NN
word3522	3522	283.93	NN
word3523	3523	283.85	NN
word3524	3524	283.77	NN
word3525	3525	283.69	NN
word3526	3526	283.61	NN
word3527	3527	283.53	NN
word3528	3528	283.45	NN
word3529	3529	283.37	NN
word3530	3530	283.29	NN
word3531	3531	283.21	NN
word3532	3532	283.13	NN
word3533	3533	283.05	NN
word3534	3534	282.97	NN
word3535	3535	282.89	NN
word3536	3536	282.81	NN
word3537	3537	282.73	NN
word3538	3538	282.65	NN
word3539	3539	282.57	NN
word3540	3540	282.49	NN
word3541	3541	282.41	NN
word3542	3542	282.33	NN
word3543	3543	282.25	NN
word3544	3544	282.17	NN
word3545	3545	282.09	NN
word3546	3546	282.01	NN
word3547	3547	281.93	NN
word3548	3548	281.85	NN
word3549	3549	281.77	NN
word3550	3550	281.69	NN
word3551	3551	281.61	NN
word3552	3552	281.53	NN
word3553	3553	281.45	NN
word3554	3554	281.37	NN
word3555	3555	281.29	NN
word3556	3556	281.21	NN
word3557	3557	281.14	NN
word3558	3558	281.06	NN
word3559	3559	280.98	NN
word3560	3560	280.9	NN
word3561	3561	280.82	NN
word3562	3562	280.74	NN
word3563	3563	280.66	NN
word3564	3564	280.58	NN
word3565	3565	280.5	NN
word3566	3566	280.43	NN
word3567	3567	280.35	NN
word3568	3568	280.27	NN
word3569	3569	280.19	NN
word3570	3570	280.11	NN
word3571	3571	280.03	NN
word3572	3572	279.96	NN
word3573	3573	279.88	NN
word3574	3574	279.8	NN
word3575	3575	279.72	NN
word3576	3576	279.64	NN
word3577	3577	279.56	NN
word3578	3578	279.49	NN
word3579	3579	279.41	NN
word3580	3580	279.33	NN
word3581	3581	279.25	NN
word3582	3582	279.17	NN
word3583	3583	279.1	NN
word3584	3584	279.02	NN
word3585	3585	278.94	NN
word3586	3586	278.86	NN
word3587	3587	278.78	NN
word3588	3588	278.71	NN
word3589	3589	278.63	NN
word3590	3590	278.55	NN
word3591	3591	278.47	NN
word3592	3592	278.4	NN
word3593	3593	278.32	NN
word3594	3594	278.24	NN
word3595	3595	278.16	NN
word3596	3596	278.09	NN
word3597	3597	278.01	NN
word3598	3598	277.93	NN
word3599	3599	277.85	NN
word3600	3600	277.78	NN
word3601	3601	277.7	NN
word3602	3602	277.62	NN
word3603	3603	277.55	NN
word3604	3604	277.47	NN
word3605	3605	277.39	NN
word3606	3606	277.32	NN
word3607	3607	277.24	NN
word3608	3608	277.16	NN
word3609	3609	277.09	NN
word3610	3610	277.01	NN
word3611	3611	276.93	NN
word3612	3612	276.85	NN
word3613	3613	276.78	NN
word3614	3614	276.7	NN
word3615	3615	276.63	NN
word3616	3616	276.55	NN
word3617	3617	276.47	NN
word3618	3618	276.4	NN
word3619	3619	276.32	NN
word3620	3620	276.24	NN
word3621	3621	276.17	NN
word3622	3622	276.09	NN
word3623	3623	276.01	NN
word3624	3624	275.94	NN
word3625	3625	275.86	NN
word3626	3626	275.79	NN
word3627	3627	275.71	NN
word3628	3628	275.63	NN
word3629	3629	275.56	NN
word3630	3630	275.48	NN
word3631	3631	275.41	NN
word3632	3632	275.33	NN
word3633	3633	275.25	NN
word3634	3634	275.18	NN
word3635	3635	275.1	NN
word3636	3636	275.03	NN
word3637	3637	274.95	NN
word3638	3638	274.88	NN
word3639	3639	274.8	NN
word3640	3640	274.73	NN
word3641	3641	274.65	NN
word3642	3642	274.57	NN
word3643	3643	274.5	NN
word3644	3644	274.42	NN
word3645	3645	274.35	NN
word3646	3646	274.27	NN
word3647	3647	274.2	NN
word3648	3648	274.12	NN
word3649	3649	274.05	NN
word3650	3650	273.97	NN
word3651	3651	273.9	NN
word3652	3652	273.82	NN
word3653	3653	273.75	NN
word3654	3654	273.67	NN
word3655	3655	273.6	NN
word3656	3656	273.52	NN
word3657	3657	273.45	NN
word3658	3658	273.37	NN
word3659	3659	273.3	NN
word3660	3660	273.22	NN
word3661	3661	273.15	NN
word3662	3662	273.07	NN
word3663	3663	273.0	NN
word3664	3664	272.93	NN
word3665	3665	272.85	NN
word3666	3666	272.78	NN
word3667	3667	272.7	NN
word3668	3668	272.63	NN
word3669	3669	272.55	NN
word3670	3670	272.48	NN
word3671	3671	272.41	NN
word3672	3672	272.33	NN
word3673	3673	272.26	NN
word3674	3674	272.18	NN
word3675	3675	272.11	NN
word3676	3676	272.03	NN
word3677	3677	271.96	NN
word3678	3678	271.89	NN
word3679	3679	271.81	NN
word3680	3680	271.74	NN
word3681	3681	271.67	NN
word3682	3682	271.59	NN
word3683	3683	271.52	NN
word3684	3684	271.44	NN
word3685	3685	271.37	NN
word3686	3686	271.3	NN
word3687	3687	271.22	NN
word3688	3688	271.15	NN
word3689	3689	271.08	NN
word3690	3690	271.0	NN
word3691	3691	270.93	NN
word3692	3692	270.86	NN
word3693	3693	270.78	NN
word3694	3694	270.71	NN
word3695	3695	270.64	NN
word3696	3696	270.56	NN
word3697	3697	270.49	NN
word3698	3698	270.42	NN
word3699	3699	270.34	NN
word3700	3700	270.27	NN
word3701	3701	270.2	NN
word3702	3702	270.12	NN
word3703	3703	270.05	NN
word3704	3704	269.98	NN
word3705	3705	269.91	NN
word3706	3706	269.83	NN
word3707	3707	269.76	NN
word3708	3708	269.69	NN
word3709	3709	269.61	NN
word3710	3710	269.54	NN
word3711	3711	269.47	NN
word3712	3712	269.4	NN
word3713	3713	269.32	NN
word3714	3714	269.25	NN
word3715	3715	269.18	NN
word3716	3716	269.11	NN
word3717	3717	269.03	NN
word3718	3718	268.96	NN
word3719	3719	268.89	NN
word3720	3720	268.82	NN
word3721	3721	268.74	NN
word3722	3722	268.67	NN
word3723	3723	268.6	NN
word3724	3724	268.53	NN
word3725	3725	268.46	NN
word3726	3726	268.38	NN
word3727	3727	268.31	NN
word3728	3728	268.24	NN
word3729	3729	268.17	NN
word3730	3730	268.1	NN
word3731	3731	268.02	NN
word3732	3732	267.95	NN
word3733	3733	267.88	NN
word3734	3734	267.81	NN
word3735	3735	267.74	NN
word3736	3736	267.67	NN
word3737	3737	267.59	NN
word3738	3738	267.52	NN
word3739	3739	267.45	NN
word3740	3740	267.38	NN
word3741	3741	267.31	NN
word3742	3742	267.24	NN
word3743	3743	267.17	NN
word3744	3744	267.09	NN
word3745	3745	267.02	NN
word3746	3746	266.95	NN
word3747	3747	266.88	NN
word3748	3748	266.81	NN
word3749	3749	266.74	NN
word3750	3750	266.67	NN
word3751	3751	266.6	NN
word3752	3752	266.52	NN
word3753	3753	266.45	NN
word3754	3754	266.38	NN
word3755	3755	266.31	NN
word3756	3756	266.24	NN
word3757	3757	266.17	NN
word3758	3758	266.1	NN
word3759	3759	266.03	NN
word3760	3760	265.96	NN
word3761	3761	265.89	NN
word3762	3762	265.82	NN
word3763	3763	265.75	NN
word3764	3764	265.67	NN
word3765	3765	265.6	NN
word3766	3766	265.53	NN
word3767	3767	265.46	NN
word3768	3768	265.39	NN
word3769	3769	265.32	NN
word3770	3770	265.25	NN
word3771	3771	265.18	NN
word3772	3772	265.11	NN
word3773	3773	265.04	NN
word3774	3774	264.97	NN
word3775	3775	264.9	NN
word3776	3776	264.83	NN
word3777	3777	264.76	NN
word3778	3778	264.69	NN
word3779	3779	264.62	NN
word3780	3780	264.55	NN
word3781	3781	264.48	NN
word3782	3782	264.41	NN
word3783	3783	264.34	NN
word3784	3784	264.27	NN
word3785	3785	264.2	NN
word3786	3786	264.13	NN
word3787	3787	264.06	NN
word3788	3788	263.99	NN
word3789	3789	263.92	NN
word3790	3790	263.85	NN
word3791	3791	263.78	NN
word3792	3792	263.71	NN
word3793	3793	263.64	NN
word3794	3794	263.57	NN
word3795	3795	263.5	NN
word3796	3796	263.44	NN
word3797	3797	263.37	NN
word3798	3798	263.3	NN
word3799	3799	263.23	NN
word3800	3800	263.16	NN
word3801	3801	263.09	NN
word3802	3802	263.02	NN
word3803	3803	262.95	NN
word3804	3804	262.88	NN
word3805	3805	262.81	NN
word3806	3806	262.74	NN
word3807	3807	262.67	NN
word3808	3808	262.61	NN
word3809	3809	262.54	NN
word3810	3810	262.47	NN
word3811	3811	262.4	NN
word3812	3812	262.33	NN
word3813	3813	262.26	NN
word3814	3814	262.19	NN
word3815	3815	262.12	NN
word3816	3816	262.05	NN
word3817	3817	261.99	NN
word3818	3818	261.92	NN
word3819	3819	261.85	NN
word3820	3820	261.78	NN
word3821	3821	261.71	NN
word3822	3822	261.64	NN
word3823	3823	261.57	NN
word3824	3824	261.51	NN
word3825	3825	261.44	NN
word3826	3826	261.37	NN
word3827	3827	261.3	NN
word3828	3828	261.23	NN
word3829	3829	261.16	NN
word3830	3830	261.1	NN
word3831	3831	261.03	NN
word3832	3832	260.96	NN
word3833	3833	260.89	NN
word3834	3834	260.82	NN
word3835	3835	260.76	NN
word3836	3836	260.69	NN
word3837	3837	260.62	NN
word3838	3838	260.55	NN
word3839	3839	260.48	NN
word3840	3840	260.42	NN
word3841	3841	260.35	NN
word3842	3842	260.28	NN
word3843	3843	260.21	NN
word3844	3844	260.15	NN
word3845	3845	260.08	NN
word3846	3846	260.01	NN
word3847	3847	259.94	NN
word3848	3848	259.88	NN
word3849	3849	259.81	NN
word3850	3850	259.74	NN
word3851	3851	259.67	NN
word3852	3852	259.61	NN
word3853	3853	259.54	NN
word3854	3854	259.47	NN
word3855	3855	259.4	NN
word3856	3856	259.34	NN
word3857	3857	259.27	NN
word3858	3858	259.2	NN
word3859	3859	259.13	NN
word3860	3860	259.07	NN
word3861	3861	259.0	NN
word3862	3862	258.93	NN
word3863	3863	258.87	NN
word3864	3864	258.8	NN
word3865	3865	258.73	NN
word3866	3866	258.67	NN
word3867	3867	258.6	NN
word3868	3868	258.53	NN
word3869	3869	258.46	NN
word3870	3870	258.4	NN
word3871	3871	258.33	NN
word3872	3872	258.26	NN
word3873	3873	258.2	NN
word3874	3874	258.13	NN
word3875	3875	258.06	NN
word3876	3876	258.0	NN
word3877	3877	257.93	NN
word3878	3878	257.86	NN
word3879	3879	257.8	NN
word3880	3880	257.73	NN
word3881	3881	257.67	NN
word3882	3882	257.6	NN
word3883	3883	257.53	NN
word3884	3884	257.47	NN
word3885	3885	257.4	NN
word3886	3886	257.33	NN
word3887	3887	257.27	NN
word3888	3888	257.2	NN
word3889	3889	257.14	NN
word3890	3890	257.07	NN
word3891	3891	257.0	NN
word3892	3892	256.94	NN
word3893	3893	256.87	NN
word3894	3894	256.81	NN
word3895	3895	256.74	NN
word3896	3896	256.67	NN
word3897	3897	256.61	NN
word3898	3898	256.54	NN
word3899	3899	256.48	NN
word3900	3900	256.41	NN
word3901	3901	256.34	NN
word3902	3902	256.28	NN
word3903	3903	256.21	NN
word3904	3904	256.15	NN
word3905	3905	256.08	NN
word3906	3906	256.02	NN
word3907	3907	255.95	NN
word3908	3908	255.89	NN
word3909	3909	255.82	NN
word3910	3910	255.75	NN
word3911	3911	255.69	NN
word3912	3912	255.62	NN
word3913	3913	255.56	NN
word3914	3914	255.49	NN
word3915	3915	255.43	NN
word3916	3916	255.36	NN
word3917	3917	255.3	NN
word3918	3918	255.23	NN
word3919	3919	255.17	NN
word3920	3920	255.1	NN
word3921	3921	255.04	NN
word3922	3922	254.97	NN
word3923	3923	254.91	NN
word3924	3924	254.84	NN
word3925	3925	254.78	NN
word3926	3926	254.71	NN
word3927	3927	254.65	NN
word3928	3928	254.58	NN
word3929	3929	254.52	NN
word3930	3930	254.45	NN
word3931	3931	254.39	NN
word3932	3932	254.32	NN
word3933	3933	254.26	NN
word3934	3934	254.19	NN
word3935	3935	254.13	NN
word3936	3936	254.07	NN
word3937	3937	254.0	NN
word3938	3938	253.94	NN
word3939	3939	253.87	NN
word3940	3940	253.81	NN
word3941	3941	253.74	NN
word3942	3942	253.68	NN
word3943	3943	253.61	NN
word3944	3944	253.55	NN
word3945	3945	253.49	NN
word3946	3946	253.42	NN
word3947	3947	253.36	NN
word3948	3948	253.29	NN
word3949	3949	253.23	NN
word3950	3950	253.16	NN
word3951	3951	253.1	NN
word3952	3952	253.04	NN
word3953	3953	252.97	NN
word3954	3954	252.91	NN
word3955	3955	252.84	NN
word3956	3956	252.78	NN
word3957	3957	252.72	NN
word3958	3958	252.65	NN
word3959	3959	252.59	NN
word3960	3960	252.53	NN
word3961	3961	252.46	NN
word3962	3962	252.4	NN
word3963	3963	252.33	NN
word3964	3964	252.27	NN
word3965	3965	252.21	NN
word3966	3966	252.14	NN
word3967	3967	252.08	NN
word3968	3968	252.02	NN
word3969	3969	251.95	NN
word3970	3970	251.89	NN
word3971	3971	251.83	NN
word3972	3972	251.76	NN
word3973	3973	251.7	NN
word3974	3974	251.64	NN
word3975	3975	251.57	NN
word3976	3976	251.51	NN
word3977	3977	251.45	NN
word3978	3978	251.38	NN
word3979	3979	251.32	NN
word3980	3980	251.26	NN
word3981	3981	251.19	NN
word3982	3982	251.13	NN
word3983	3983	251.07	NN
word3984	3984	251.0	NN
word3985	3985	250.94	NN
word3986	3986	250.88	NN
word3987	3987	250.82	NN
word3988	3988	250.75	NN
word3989	3989	250.69	NN
word3990	3990	250.63	NN
word3991	3991	250.56	NN
word3992	3992	250.5	NN
word3993	3993	250.44	NN
word3994	3994	250.38	NN
word3995	3995	250.31	NN
word3996	3996	250.25	NN
word3997	3997	250.19	NN
word3998	3998	250.13	NN
word3999	3999	250.06	NN
word4000	4000	250.0	NN
word4001	4001	249.94	NN
word4002	4002	249.88	NN
word4003	4003	249.81	NN
word4004	4004	249.75	NN
word4005	4005	249.69	NN
word4006	4006	249.63	NN
word4007	4007	249.56	NN
word4008	4008	249.5	NN
word4009	4009	249.44	NN
word4010	4010	249.38	NN
word4011	4011	249.31	NN
word4012	4012	249.25	NN
word4013	4013	249.19	NN
word4014	4014	249.13	NN
word4015	4015	249.07	NN
word4016	4016	249.0	NN
word4017	4017	248.94	NN
word4018	4018	248.88	NN
word4019	4019	248.82	NN
word4020	4020	248.76	NN
word4021	4021	248.69	NN
word4022	4022	248.63	NN
word4023	4023	248.57	NN
word4024	4024	248.51	NN
word4025	4025	248.45	NN
word4026	4026	248.39	NN
word4027	4027	248.32	NN
word4028	4028	248.26	NN
word4029	4029	248.2	NN
word4030	4030	248.14	NN
word4031	4031	248.08	NN
word4032	4032	248.02	NN
word4033	4033	247.95	NN
word4034	4034	247.89	NN
word4035	4035	247.83	NN
word4036	4036	247.77	NN
word4037	4037	247.71	NN
word4038	4038	247.65	NN
word4039	4039	247.59	NN
word4040	4040	247.52	NN
word4041	4041	247.46	NN
word4042	4042	247.4	NN
word4043	4043	247.34	NN
word4044	4044	247.28	NN
word4045	4045	247.22	NN
word4046	4046	247.16	NN
word4047	4047	247.1	NN
word4048	4048	247.04	NN
word4049	4049	246.97	NN
word4050	4050	246.91	NN
word4051	4051	246.85	NN
word4052	4052	246.79	NN
word4053	4053	246.73	NN
word4054	4054	246.67	NN
word4055	4055	246.61	NN
word4056	4056	246.55	NN
word4057	4057	246.49	NN
word4058	4058	246.43	NN
word4059	4059	246.37	NN
word4060	4060	246.31	NN
word4061	4061	246.24	NN
word4062	4062	246.18	NN
word4063	4063	246.12	NN
word4064	4064	246.06	NN
word4065	4065	246.0	NN
word4066	4066	245.94	NN
word4067	4067	245.88	NN
word4068	4068	245.82	NN
word4069	4069	245.76	NN
word4070	4070	245.7	NN
word4071	4071	245.64	NN
word4072	4072	245.58	NN
word4073	4073	245.52	NN
word4074	4074	245.46	NN
word4075	4075	245.4	NN
word4076	4076	245.34	NN
word4077	4077	245.28	NN
word4078	4078	245.22	NN
